anio,departamento,tipo_vehiculo,cantidad_ev,kwh_promedio,potencia_carga,consumo_wh_km,anio_base,horizonte_anios,cantidad_ev_pred,cantidad_ev_modelada,fuente_cantidad_ev,simultaneidad,consumo_energetico,demanda_futura,consumo_energetico_kwh,demanda_futura_kw
2018,CUNDINAMARCA,CAMIONETA,1.0,658.0,596.4,1333.0,,,,1.0,historico,0.3,658.0,178.92,658.0,178.92
2018,CUNDINAMARCA,CUADRICICLO,1.0,68.1,195.9,125.0,,,,1.0,historico,0.3,68.1,58.769999999999996,68.1,58.769999999999996
2018,META,CUADRICICLO,1.0,78.4,164.9,159.0,,,,1.0,historico,0.3,78.4,49.47,78.4,49.47
2018,NARINO,MOTOCICLETA,1.0,3.5,2.2,35.0,,,,1.0,historico,0.3,3.5,0.66,3.5,0.66
2018,NORTE DE SANTANDER,AUTOMOVIL,1.0,42.2,226.6,174.0,,,,1.0,historico,0.3,42.2,67.97999999999999,42.2,67.97999999999999
2018,NORTE DE SANTANDER,CAMIONETA,1.0,711.2,514.7,1237.0,,,,1.0,historico,0.3,711.2,154.41,711.2,154.41
2018,QUINDIO,AUTOMOVIL,1.0,59.4,221.4,180.0,,,,1.0,historico,0.3,59.4,66.42,59.4,66.42
2018,RISARALDA,AUTOMOVIL,2.0,66.05,98.75,147.5,,,,2.0,historico,0.3,132.1,59.25,132.1,59.25
2018,RISARALDA,CUADRICICLO,1.0,49.5,59.5,157.0,,,,1.0,historico,0.3,49.5,17.849999999999998,49.5,17.849999999999998
2018,RISARALDA,MOTOCICLETA,1.0,4.6,2.4,31.0,,,,1.0,historico,0.3,4.6,0.72,4.6,0.72
2018,SANTANDER,AUTOMOVIL,1.0,67.2,205.0,140.0,,,,1.0,historico,0.3,67.2,61.5,67.2,61.5
2018,SANTANDER,CUADRICICLO,1.0,76.2,190.5,137.0,,,,1.0,historico,0.3,76.2,57.15,76.2,57.15
2018,TOLIMA,AUTOMOVIL,1.0,51.8,187.7,162.0,,,,1.0,historico,0.3,51.8,56.309999999999995,51.8,56.309999999999995
2018,TOLIMA,CAMIONETA,1.0,778.3,710.2,1196.0,,,,1.0,historico,0.3,778.3,213.06,778.3,213.06
2018,VALLE DEL CAUCA,AUTOMOVIL,3.0,73.43333333333334,213.76666666666665,123.33333333333333,,,,3.0,historico,0.3,220.3,192.39,220.3,192.39
2018,VALLE DEL CAUCA,CAMIONETA,1.0,813.3,566.2,1287.0,,,,1.0,historico,0.3,813.3,169.86,813.3,169.86
2018,VALLE DEL CAUCA,CUADRICICLO,1.0,59.8,207.7,162.0,,,,1.0,historico,0.3,59.8,62.309999999999995,59.8,62.309999999999995
2018,VALLE DEL CAUCA,MOTOCICLETA,15.0,3.38,3.686666666666667,32.53333333333333,,,,15.0,historico,0.3,50.699999999999996,16.59,50.699999999999996,16.59
2018,VALLE DEL CAUCA,MOTOTRICICLO,1.0,4.0,3.7,25.0,,,,1.0,historico,0.3,4.0,1.11,4.0,1.11
2019,ANTIOQUIA,AUTOMOVIL,149.0,62.453691275167785,144.71476510067114,143.83892617449663,,,,149.0,historico,0.3,9305.6,6468.75,9305.6,6468.75
2019,ANTIOQUIA,BUS,64.0,366.765625,280.3484375,1171.1875,,,,64.0,historico,0.3,23473.0,5382.69,23473.0,5382.69
2019,ANTIOQUIA,CAMION,10.0,691.74,600.28,1167.0,,,,10.0,historico,0.3,6917.4,1800.8399999999997,6917.4,1800.8399999999997
2019,ANTIOQUIA,CAMIONETA,47.0,712.6553191489362,589.4297872340426,1125.4893617021276,,,,47.0,historico,0.3,33494.8,8310.96,33494.8,8310.96
2019,ANTIOQUIA,CUADRICICLO,48.0,62.53333333333333,151.33958333333334,145.47916666666666,,,,48.0,historico,0.3,3001.6,2179.29,3001.6,2179.29
2019,ANTIOQUIA,MOTOCARRO,1.0,4.3,2.1,39.0,,,,1.0,historico,0.3,4.3,0.63,4.3,0.63
2019,ANTIOQUIA,MOTOCICLETA,6.0,3.266666666666667,3.1666666666666665,31.0,,,,6.0,historico,0.3,19.6,5.7,19.6,5.7
2019,ANTIOQUIA,TRICIMOTO,1.0,3.5,4.7,30.0,,,,1.0,historico,0.3,3.5,1.41,3.5,1.41
2019,ATLANTICO,AUTOMOVIL,5.0,63.339999999999996,169.78,138.8,,,,5.0,historico,0.3,316.7,254.67,316.7,254.67
2019,ATLANTICO,MOTOCARRO,3.0,3.0666666666666664,3.4666666666666663,34.666666666666664,,,,3.0,historico,0.3,9.2,3.1199999999999997,9.2,3.1199999999999997
2019,ATLANTICO,TRICIMOTO,1.0,3.3,2.9,35.0,,,,1.0,historico,0.3,3.3,0.87,3.3,0.87
2019,BOGOTA D.C.,AUTOMOVIL,354.0,63.753389830508475,147.40847457627117,146.35310734463278,,,,354.0,historico,0.3,22568.7,15654.779999999999,22568.7,15654.779999999999
2019,BOGOTA D.C.,CAMIONETA,7.0,678.9285714285714,547.0714285714286,1143.5714285714287,,,,7.0,historico,0.3,4752.5,1148.85,4752.5,1148.85
2019,BOGOTA D.C.,CUADRICICLO,88.0,63.64318181818182,155.79659090909092,144.4090909090909,,,,88.0,historico,0.3,5600.6,4113.030000000001,5600.6,4113.030000000001
2019,BOGOTA D.C.,MOTOCARRO,1.0,2.7,3.2,36.0,,,,1.0,historico,0.3,2.7,0.96,2.7,0.96
2019,BOGOTA D.C.,MOTOCICLETA,6.0,3.266666666666667,3.8000000000000003,34.166666666666664,,,,6.0,historico,0.3,19.6,6.84,19.6,6.84
2019,BOGOTA D.C.,TRICIMOTO,1.0,2.1,2.2,31.0,,,,1.0,historico,0.3,2.1,0.66,2.1,0.66
2019,CALDAS,AUTOMOVIL,1.0,56.9,139.0,132.0,,,,1.0,historico,0.3,56.9,41.699999999999996,56.9,41.699999999999996
2019,CALDAS,CAMIONETA,2.0,625.35,400.65,1222.5,,,,2.0,historico,0.3,1250.7,240.39,1250.7,240.39
2019,CALDAS,CUADRICICLO,3.0,68.89999999999999,146.13333333333333,156.66666666666666,,,,3.0,historico,0.3,206.7,131.51999999999998,206.7,131.51999999999998
2019,CAUCA,AUTOMOVIL,1.0,65.7,164.4,129.0,,,,1.0,historico,0.3,65.7,49.32,65.7,49.32
2019,CAUCA,CAMIONETA,1.0,760.1,628.3,1387.0,,,,1.0,historico,0.3,760.1,188.48999999999998,760.1,188.48999999999998
2019,CESAR,MOTOCICLETA,2.0,3.75,4.4,36.0,,,,2.0,historico,0.3,7.5,2.64,7.5,2.64
2019,CUNDINAMARCA,AUTOMOVIL,31.0,62.13225806451613,159.23548387096776,150.90322580645162,,,,31.0,historico,0.3,1926.1,1480.89,1926.1,1480.89
2019,CUNDINAMARCA,BUS,1.0,348.2,310.2,1087.0,,,,1.0,historico,0.3,348.2,93.05999999999999,348.2,93.05999999999999
2019,CUNDINAMARCA,CAMION,54.0,704.1574074074074,606.7074074074075,1129.2222222222222,,,,54.0,historico,0.3,38024.5,9828.660000000002,38024.5,9828.660000000002
2019,CUNDINAMARCA,CAMIONETA,14.0,619.8142857142857,559.9571428571428,1239.642857142857,,,,14.0,historico,0.3,8677.4,2351.8199999999997,8677.4,2351.8199999999997
2019,CUNDINAMARCA,CUADRICICLO,1.0,71.3,196.5,179.0,,,,1.0,historico,0.3,71.3,58.949999999999996,71.3,58.949999999999996
2019,CUNDINAMARCA,MOTOCICLETA,7.0,3.742857142857143,4.185714285714285,34.0,,,,7.0,historico,0.3,26.2,8.79,26.2,8.79
2019,CUNDINAMARCA,TRICIMOTO,1.0,3.2,4.8,32.0,,,,1.0,historico,0.3,3.2,1.44,3.2,1.44
2019,META,AUTOMOVIL,1.0,69.5,244.9,175.0,,,,1.0,historico,0.3,69.5,73.47,69.5,73.47
2019,NORTE DE SANTANDER,AUTOMOVIL,1.0,81.2,73.2,117.0,,,,1.0,historico,0.3,81.2,21.96,81.2,21.96
2019,QUINDIO,AUTOMOVIL,1.0,74.0,50.6,177.0,,,,1.0,historico,0.3,74.0,15.18,74.0,15.18
2019,QUINDIO,CUADRICICLO,1.0,68.9,230.1,114.0,,,,1.0,historico,0.3,68.9,69.03,68.9,69.03
2019,RISARALDA,MOTOCICLETA,1.0,3.2,2.9,33.0,,,,1.0,historico,0.3,3.2,0.87,3.2,0.87
2019,SANTANDER,AUTOMOVIL,4.0,66.325,193.5,157.5,,,,4.0,historico,0.3,265.3,232.2,265.3,232.2
2019,SANTANDER,CAMIONETA,1.0,561.4,400.9,1141.0,,,,1.0,historico,0.3,561.4,120.26999999999998,561.4,120.26999999999998
2019,SANTANDER,CUADRICICLO,4.0,58.15,135.25,144.25,,,,4.0,historico,0.3,232.6,162.29999999999998,232.6,162.29999999999998
2019,SANTANDER,TRICIMOTO,1.0,5.0,2.4,26.0,,,,1.0,historico,0.3,5.0,0.72,5.0,0.72
2019,VALLE DEL CAUCA,AUTOMOVIL,6.0,70.06666666666666,132.9,139.66666666666666,,,,6.0,historico,0.3,420.4,239.22000000000003,420.4,239.22000000000003
2019,VALLE DEL CAUCA,BUS,27.0,355.02592592592595,283.0962962962963,1166.2962962962963,,,,27.0,historico,0.3,9585.7,2293.08,9585.7,2293.08
2019,VALLE DEL CAUCA,CAMIONETA,2.0,792.9,457.70000000000005,1052.0,,,,2.0,historico,0.3,1585.8,274.62,1585.8,274.62
2019,VALLE DEL CAUCA,CUADRICICLO,1.0,77.4,189.5,165.0,,,,1.0,historico,0.3,77.4,56.85,77.4,56.85
2019,VALLE DEL CAUCA,CUATRIMOTO,1.0,3.7,2.0,32.0,,,,1.0,historico,0.3,3.7,0.6,3.7,0.6
2019,VALLE DEL CAUCA,MOTOCICLETA,5.0,3.56,3.8200000000000003,32.8,,,,5.0,historico,0.3,17.8,5.73,17.8,5.73
2019,VALLE DEL CAUCA,TRICIMOTO,12.0,3.158333333333333,3.491666666666667,31.416666666666668,,,,12.0,historico,0.3,37.9,12.570000000000002,37.9,12.570000000000002
2020,ANTIOQUIA,AUTOMOVIL,87.0,62.92988505747126,157.316091954023,142.90804597701148,,,,87.0,historico,0.3,5474.9,4105.95,5474.9,4105.95
2020,ANTIOQUIA,BUS,4.0,334.725,289.575,1113.5,,,,4.0,historico,0.3,1338.9,347.48999999999995,1338.9,347.48999999999995
2020,ANTIOQUIA,CAMION,54.0,686.2648148148148,596.4499999999999,1173.962962962963,,,,54.0,historico,0.3,37058.3,9662.489999999998,37058.3,9662.489999999998
2020,ANTIOQUIA,CAMIONETA,66.0,726.7590909090909,555.8742424242424,1148.5,,,,66.0,historico,0.3,47966.1,11006.31,47966.1,11006.31
2020,ANTIOQUIA,CUADRICICLO,223.0,62.75560538116592,150.50717488789238,144.91479820627802,,,,223.0,historico,0.3,13994.5,10068.929999999998,13994.5,10068.929999999998
2020,ANTIOQUIA,MOTOCARRO,2.0,3.4,3.75,33.5,,,,2.0,historico,0.3,6.8,2.25,6.8,2.25
2020,ANTIOQUIA,MOTOCICLETA,27.0,3.611111111111111,3.388888888888889,32.370370370370374,,,,27.0,historico,0.3,97.5,27.45,97.5,27.45
2020,ANTIOQUIA,TRICIMOTO,2.0,3.75,3.95,32.0,,,,2.0,historico,0.3,7.5,2.37,7.5,2.37
2020,"ARCHIPIELAGO DE SAN ANDRES, PROVIDENCIA",AUTOMOVIL,1.0,75.6,116.5,177.0,,,,1.0,historico,0.3,75.6,34.949999999999996,75.6,34.949999999999996
2020,ATLANTICO,AUTOMOVIL,1.0,67.8,211.0,164.0,,,,1.0,historico,0.3,67.8,63.3,67.8,63.3
2020,ATLANTICO,TRICIMOTO,4.0,3.525,3.65,32.5,,,,4.0,historico,0.3,14.1,4.38,14.1,4.38
2020,BOGOTA D.C.,AUTOMOVIL,211.0,62.1388625592417,152.07251184834124,146.14691943127963,,,,211.0,historico,0.3,13111.3,9626.189999999999,13111.3,9626.189999999999
2020,BOGOTA D.C.,BUS,392.0,355.7625,262.25867346938776,1148.2551020408164,,,,392.0,historico,0.3,139458.9,30841.619999999995,139458.9,30841.619999999995
2020,BOGOTA D.C.,CAMIONETA,60.0,696.25,567.435,1118.1333333333334,,,,60.0,historico,0.3,41775.0,10213.83,41775.0,10213.83
2020,BOGOTA D.C.,CUADRICICLO,39.0,58.58461538461539,161.75641025641025,153.89743589743588,,,,39.0,historico,0.3,2284.8,1892.55,2284.8,1892.55
2020,BOGOTA D.C.,MOTOCARRO,1.0,4.3,2.4,29.0,,,,1.0,historico,0.3,4.3,0.72,4.3,0.72
2020,BOGOTA D.C.,MOTOCICLETA,2.0,3.25,3.35,33.5,,,,2.0,historico,0.3,6.5,2.01,6.5,2.01
2020,BOGOTA D.C.,MOTOTRICICLO,2.0,4.800000000000001,3.65,28.5,,,,2.0,historico,0.3,9.600000000000001,2.19,9.600000000000001,2.19
2020,BOLIVAR,CUADRICICLO,3.0,66.7,115.66666666666667,152.0,,,,3.0,historico,0.3,200.10000000000002,104.1,200.10000000000002,104.1
2020,BOYACA,AUTOMOVIL,1.0,55.3,230.6,123.0,,,,1.0,historico,0.3,55.3,69.17999999999999,55.3,69.17999999999999
2020,BOYACA,CUADRICICLO,2.0,64.05000000000001,215.8,155.5,,,,2.0,historico,0.3,128.10000000000002,129.48,128.10000000000002,129.48
2020,CALDAS,CUADRICICLO,2.0,78.35,134.4,169.5,,,,2.0,historico,0.3,156.7,80.64,156.7,80.64
2020,CALDAS,MOTOCICLETA,2.0,3.25,3.55,33.5,,,,2.0,historico,0.3,6.5,2.13,6.5,2.13
2020,CALDAS,TRICIMOTO,1.0,2.3,3.2,36.0,,,,1.0,historico,0.3,2.3,0.96,2.3,0.96
2020,CAUCA,CAMIONETA,1.0,693.1,683.9,1103.0,,,,1.0,historico,0.3,693.1,205.17,693.1,205.17
2020,CAUCA,CUADRICICLO,1.0,48.0,191.2,121.0,,,,1.0,historico,0.3,48.0,57.35999999999999,48.0,57.35999999999999
2020,CORDOBA,BUS,12.0,329.0,291.47499999999997,1084.0833333333333,,,,12.0,historico,0.3,3948.0,1049.31,3948.0,1049.31
2020,CORDOBA,MOTOCICLETA,1.0,4.1,4.9,28.0,,,,1.0,historico,0.3,4.1,1.47,4.1,1.47
2020,CORDOBA,TRICIMOTO,1.0,4.0,3.8,37.0,,,,1.0,historico,0.3,4.0,1.14,4.0,1.14
2020,CUNDINAMARCA,AUTOMOVIL,26.0,65.56538461538462,143.7,145.8846153846154,,,,26.0,historico,0.3,1704.7,1120.86,1704.7,1120.86
2020,CUNDINAMARCA,CAMION,38.0,702.2052631578947,545.9552631578947,1116.078947368421,,,,38.0,historico,0.3,26683.8,6223.889999999999,26683.8,6223.889999999999
2020,CUNDINAMARCA,CAMIONETA,25.0,706.048,541.996,1077.08,,,,25.0,historico,0.3,17651.2,4064.97,17651.2,4064.97
2020,CUNDINAMARCA,CUADRICICLO,14.0,58.642857142857146,159.29999999999998,150.57142857142858,,,,14.0,historico,0.3,821.0,669.06,821.0,669.06
2020,CUNDINAMARCA,MOTOCARRO,1.0,4.0,4.2,27.0,,,,1.0,historico,0.3,4.0,1.26,4.0,1.26
2020,CUNDINAMARCA,MOTOCICLETA,3.0,4.166666666666667,3.8333333333333335,32.0,,,,3.0,historico,0.3,12.5,3.4499999999999997,12.5,3.4499999999999997
2020,CUNDINAMARCA,MOTOTRICICLO,4.0,4.199999999999999,3.5,33.5,,,,4.0,historico,0.3,16.799999999999997,4.2,16.799999999999997,4.2
2020,HUILA,CAMIONETA,1.0,675.9,431.6,948.0,,,,1.0,historico,0.3,675.9,129.48,675.9,129.48
2020,HUILA,MOTOCICLETA,1.0,4.2,2.7,40.0,,,,1.0,historico,0.3,4.2,0.81,4.2,0.81
2020,HUILA,TRICIMOTO,1.0,4.1,4.3,30.0,,,,1.0,historico,0.3,4.1,1.2899999999999998,4.1,1.2899999999999998
2020,META,AUTOMOVIL,6.0,69.61666666666666,145.63333333333333,141.83333333333334,,,,6.0,historico,0.3,417.69999999999993,262.14,417.69999999999993,262.14
2020,META,CAMIONETA,1.0,764.1,640.9,1203.0,,,,1.0,historico,0.3,764.1,192.26999999999998,764.1,192.26999999999998
2020,META,CUADRICICLO,1.0,43.4,201.3,159.0,,,,1.0,historico,0.3,43.4,60.39,43.4,60.39
2020,QUINDIO,CAMIONETA,1.0,724.5,442.4,1347.0,,,,1.0,historico,0.3,724.5,132.72,724.5,132.72
2020,QUINDIO,CUADRICICLO,3.0,60.199999999999996,131.26666666666668,145.33333333333334,,,,3.0,historico,0.3,180.6,118.14000000000001,180.6,118.14000000000001
2020,RISARALDA,AUTOMOVIL,1.0,80.3,97.3,175.0,,,,1.0,historico,0.3,80.3,29.189999999999998,80.3,29.189999999999998
2020,RISARALDA,MOTOCICLETA,2.0,4.3,2.35,32.5,,,,2.0,historico,0.3,8.6,1.41,8.6,1.41
2020,SANTANDER,AUTOMOVIL,2.0,74.69999999999999,150.95,144.0,,,,2.0,historico,0.3,149.39999999999998,90.57,149.39999999999998,90.57
2020,SANTANDER,CAMION,1.0,538.0,694.6,1500.0,,,,1.0,historico,0.3,538.0,208.38,538.0,208.38
2020,SANTANDER,CUADRICICLO,3.0,58.36666666666667,147.4,129.33333333333334,,,,3.0,historico,0.3,175.1,132.66,175.1,132.66
2020,SANTANDER,TRICIMOTO,1.0,3.0,3.4,26.0,,,,1.0,historico,0.3,3.0,1.02,3.0,1.02
2020,TOLIMA,AUTOMOVIL,1.0,53.1,188.0,111.0,,,,1.0,historico,0.3,53.1,56.4,53.1,56.4
2020,VALLE DEL CAUCA,AUTOMOVIL,3.0,55.833333333333336,156.93333333333334,135.0,,,,3.0,historico,0.3,167.5,141.24,167.5,141.24
2020,VALLE DEL CAUCA,BUS,8.0,358.05,231.4875,1109.625,,,,8.0,historico,0.3,2864.4,555.57,2864.4,555.57
2020,VALLE DEL CAUCA,CAMION,4.0,636.55,610.575,1107.75,,,,4.0,historico,0.3,2546.2,732.69,2546.2,732.69
2020,VALLE DEL CAUCA,CAMIONETA,4.0,789.15,530.25,1064.5,,,,4.0,historico,0.3,3156.6,636.3,3156.6,636.3
2020,VALLE DEL CAUCA,CUADRICICLO,3.0,57.06666666666667,169.76666666666665,158.33333333333334,,,,3.0,historico,0.3,171.20000000000002,152.79,171.20000000000002,152.79
2020,VALLE DEL CAUCA,MOTOCARRO,11.0,3.372727272727273,2.5272727272727273,31.363636363636363,,,,11.0,historico,0.3,37.1,8.34,37.1,8.34
2020,VALLE DEL CAUCA,MOTOCICLETA,5.0,3.4799999999999995,3.4799999999999995,33.8,,,,5.0,historico,0.3,17.4,5.22,17.4,5.22
2020,VALLE DEL CAUCA,TRICIMOTO,28.0,3.625,3.4285714285714284,34.714285714285715,,,,28.0,historico,0.3,101.5,28.799999999999997,101.5,28.799999999999997
2021,ANTIOQUIA,AUTOMOVIL,120.0,65.03083333333333,151.87333333333333,145.21666666666667,,,,120.0,historico,0.3,7803.7,5467.44,7803.7,5467.44
2021,ANTIOQUIA,CAMION,92.0,716.9804347826087,565.7065217391304,1172.8804347826087,,,,92.0,historico,0.3,65962.2,15613.499999999996,65962.2,15613.499999999996
2021,ANTIOQUIA,CAMIONETA,141.0,698.9170212765957,574.4801418439716,1135.7446808510638,,,,141.0,historico,0.3,98547.3,24300.51,98547.3,24300.51
2021,ANTIOQUIA,CUADRICICLO,100.0,63.532,154.108,143.9,,,,100.0,historico,0.3,6353.2,4623.24,6353.2,4623.24
2021,ANTIOQUIA,MOTOCARRO,8.0,4.075,3.8,34.25,,,,8.0,historico,0.3,32.6,9.12,32.6,9.12
2021,ANTIOQUIA,MOTOCICLETA,14.0,3.7142857142857144,3.357142857142857,33.57142857142857,,,,14.0,historico,0.3,52.0,14.1,52.0,14.1
2021,ANTIOQUIA,TRICIMOTO,1.0,4.7,2.7,29.0,,,,1.0,historico,0.3,4.7,0.81,4.7,0.81
2021,"ARCHIPIELAGO DE SAN ANDRES, PROVIDENCIA",CAMIONETA,3.0,744.8333333333334,641.0,1106.6666666666667,,,,3.0,historico,0.3,2234.5,576.9,2234.5,576.9
2021,ATLANTICO,AUTOMOVIL,3.0,68.33333333333333,205.0666666666667,140.33333333333334,,,,3.0,historico,0.3,205.0,184.56,205.0,184.56
2021,ATLANTICO,CAMIONETA,6.0,788.4666666666667,545.5500000000001,1178.8333333333333,,,,6.0,historico,0.3,4730.8,981.99,4730.8,981.99
2021,ATLANTICO,MOTOCICLETA,1.0,4.6,2.3,37.0,,,,1.0,historico,0.3,4.6,0.69,4.6,0.69
2021,BOGOTA D.C.,AUTOMOVIL,218.0,61.39770642201835,149.49724770642203,144.0275229357798,,,,218.0,historico,0.3,13384.7,9777.12,13384.7,9777.12
2021,BOGOTA D.C.,BUS,100.0,340.964,268.94,1164.19,,,,100.0,historico,0.3,34096.4,8068.2,34096.4,8068.2
2021,BOGOTA D.C.,CAMIONETA,147.0,706.5986394557823,566.6605442176871,1135.8979591836735,,,,147.0,historico,0.3,103870.0,24989.729999999996,103870.0,24989.729999999996
2021,BOGOTA D.C.,CUADRICICLO,77.0,59.42597402597403,158.74155844155845,147.6883116883117,,,,77.0,historico,0.3,4575.8,3666.93,4575.8,3666.93
2021,BOGOTA D.C.,MOTOCARRO,2.0,3.6500000000000004,3.4000000000000004,28.5,,,,2.0,historico,0.3,7.300000000000001,2.04,7.300000000000001,2.04
2021,BOGOTA D.C.,TRICIMOTO,4.0,2.975,3.675,30.0,,,,4.0,historico,0.3,11.9,4.409999999999999,11.9,4.409999999999999
2021,BOLIVAR,AUTOMOVIL,9.0,56.74444444444444,165.64444444444445,145.44444444444446,,,,9.0,historico,0.3,510.69999999999993,447.23999999999995,510.69999999999993,447.23999999999995
2021,BOLIVAR,CAMIONETA,1.0,531.3,744.2,1439.0,,,,1.0,historico,0.3,531.3,223.26000000000002,531.3,223.26000000000002
2021,BOLIVAR,TRICIMOTO,1.0,2.8,3.3,30.0,,,,1.0,historico,0.3,2.8,0.9899999999999999,2.8,0.9899999999999999
2021,BOYACA,TRICIMOTO,2.0,3.55,3.25,33.5,,,,2.0,historico,0.3,7.1,1.95,7.1,1.95
2021,CALDAS,AUTOMOVIL,5.0,66.42,151.44,148.4,,,,5.0,historico,0.3,332.1,227.16,332.1,227.16
2021,CALDAS,CAMIONETA,1.0,653.0,460.8,956.0,,,,1.0,historico,0.3,653.0,138.24,653.0,138.24
2021,CALDAS,CUADRICICLO,4.0,68.225,119.975,148.75,,,,4.0,historico,0.3,272.9,143.97,272.9,143.97
2021,CASANARE,AUTOMOVIL,2.0,71.05,189.14999999999998,136.5,,,,2.0,historico,0.3,142.1,113.48999999999998,142.1,113.48999999999998
2021,CAUCA,TRICIMOTO,1.0,4.8,2.4,35.0,,,,1.0,historico,0.3,4.8,0.72,4.8,0.72
2021,CUNDINAMARCA,AUTOMOVIL,57.0,66.86140350877193,147.90701754385967,147.91228070175438,,,,57.0,historico,0.3,3811.1,2529.21,3811.1,2529.21
2021,CUNDINAMARCA,CAMION,25.0,684.1039999999999,579.668,1201.32,,,,25.0,historico,0.3,17102.6,4347.51,17102.6,4347.51
2021,CUNDINAMARCA,CAMIONETA,70.0,717.9728571428572,586.81,1136.7714285714285,,,,70.0,historico,0.3,50258.1,12323.009999999998,50258.1,12323.009999999998
2021,CUNDINAMARCA,CUADRICICLO,19.0,58.857894736842105,155.8421052631579,147.1578947368421,,,,19.0,historico,0.3,1118.3,888.3,1118.3,888.3
2021,CUNDINAMARCA,MOTOCARRO,95.0,3.628421052631579,3.5357894736842104,32.78947368421053,,,,95.0,historico,0.3,344.7,100.77,344.7,100.77
2021,CUNDINAMARCA,MOTOCICLETA,4.0,2.85,3.175,29.75,,,,4.0,historico,0.3,11.4,3.8099999999999996,11.4,3.8099999999999996
2021,CUNDINAMARCA,MOTOTRICICLO,7.0,3.142857142857143,4.128571428571428,32.0,,,,7.0,historico,0.3,22.0,8.67,22.0,8.67
2021,CUNDINAMARCA,TRICIMOTO,4.0,3.9,3.0,32.0,,,,4.0,historico,0.3,15.6,3.5999999999999996,15.6,3.5999999999999996
2021,GUAINIA,TRICIMOTO,2.0,3.6500000000000004,3.75,34.5,,,,2.0,historico,0.3,7.300000000000001,2.25,7.300000000000001,2.25
2021,HUILA,AUTOMOVIL,2.0,45.55,117.8,152.0,,,,2.0,historico,0.3,91.1,70.67999999999999,91.1,70.67999999999999
2021,HUILA,CUADRICICLO,1.0,51.5,201.1,157.0,,,,1.0,historico,0.3,51.5,60.33,51.5,60.33
2021,HUILA,MOTOCARRO,1.0,4.0,3.3,33.0,,,,1.0,historico,0.3,4.0,0.9899999999999999,4.0,0.9899999999999999
2021,HUILA,TRICIMOTO,1.0,4.7,2.4,38.0,,,,1.0,historico,0.3,4.7,0.72,4.7,0.72
2021,MAGDALENA,TRICIMOTO,1.0,4.8,5.0,35.0,,,,1.0,historico,0.3,4.8,1.5,4.8,1.5
2021,META,AUTOMOVIL,14.0,65.97857142857143,139.45000000000002,141.64285714285714,,,,14.0,historico,0.3,923.7,585.69,923.7,585.69
2021,META,CAMIONETA,1.0,659.3,463.8,1099.0,,,,1.0,historico,0.3,659.3,139.14,659.3,139.14
2021,NARINO,CAMIONETA,2.0,672.85,624.4,1079.5,,,,2.0,historico,0.3,1345.7,374.64,1345.7,374.64
2021,NORTE DE SANTANDER,AUTOMOVIL,4.0,53.85,166.625,153.5,,,,4.0,historico,0.3,215.4,199.95,215.4,199.95
2021,NORTE DE SANTANDER,CAMIONETA,7.0,658.3571428571429,674.6428571428571,1131.857142857143,,,,7.0,historico,0.3,4608.5,1416.75,4608.5,1416.75
2021,NORTE DE SANTANDER,CUADRICICLO,2.0,54.25,104.80000000000001,150.0,,,,2.0,historico,0.3,108.5,62.88,108.5,62.88
2021,NORTE DE SANTANDER,TRICIMOTO,1.0,2.2,3.4,26.0,,,,1.0,historico,0.3,2.2,1.02,2.2,1.02
2021,RISARALDA,AUTOMOVIL,4.0,70.875,127.85000000000001,144.25,,,,4.0,historico,0.3,283.5,153.42000000000002,283.5,153.42000000000002
2021,RISARALDA,CAMIONETA,1.0,695.9,636.9,982.0,,,,1.0,historico,0.3,695.9,191.07,695.9,191.07
2021,RISARALDA,CUADRICICLO,2.0,57.75,155.9,151.0,,,,2.0,historico,0.3,115.5,93.54,115.5,93.54
2021,SANTANDER,AUTOMOVIL,28.0,65.52142857142857,152.01785714285714,144.03571428571428,,,,28.0,historico,0.3,1834.6,1276.95,1834.6,1276.95
2021,SANTANDER,CAMION,1.0,825.0,594.7,933.0,,,,1.0,historico,0.3,825.0,178.41,825.0,178.41
2021,SANTANDER,CAMIONETA,8.0,725.5625,590.6125,1132.875,,,,8.0,historico,0.3,5804.5,1417.4699999999998,5804.5,1417.4699999999998
2021,SANTANDER,CUADRICICLO,10.0,57.83,140.5,144.2,,,,10.0,historico,0.3,578.3,421.5,578.3,421.5
2021,VALLE DEL CAUCA,AUTOMOVIL,19.0,60.00526315789473,118.95789473684209,138.47368421052633,,,,19.0,historico,0.3,1140.1,678.06,1140.1,678.06
2021,VALLE DEL CAUCA,BUS,1.0,439.5,267.1,1302.0,,,,1.0,historico,0.3,439.5,80.13000000000001,439.5,80.13000000000001
2021,VALLE DEL CAUCA,CAMION,1.0,640.3,654.3,1105.0,,,,1.0,historico,0.3,640.3,196.29,640.3,196.29
2021,VALLE DEL CAUCA,CAMIONETA,15.0,694.36,590.5733333333334,1098.2,,,,15.0,historico,0.3,10415.4,2657.58,10415.4,2657.58
2021,VALLE DEL CAUCA,CUADRICICLO,7.0,59.199999999999996,142.9857142857143,153.14285714285714,,,,7.0,historico,0.3,414.4,300.27000000000004,414.4,300.27000000000004
2021,VALLE DEL CAUCA,MICROBUS,1.0,307.3,323.7,1151.0,,,,1.0,historico,0.3,307.3,97.11,307.3,97.11
